Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Weekly_Sales
1,1,12/10/2010,46.33,2.843,NA,NA,NA,NA,NA,211.4659526,7.838,FALSE,31497.65
1,1,12/17/2010,49.84,2.869,NA,NA,NA,NA,NA,211.4053124,7.838,FALSE,44912.86
1,1,12/24/2010,52.33,2.886,NA,NA,NA,NA,NA,211.4051222,7.838,FALSE,55931.23
1,1,12/31/2010,48.43,2.943,NA,NA,NA,NA,NA,211.4049321,7.838,TRUE,19124.58
1,1,1/7/2011,48.27,2.976,NA,NA,NA,NA,NA,211.4047419,7.742,FALSE,15984.24
1,1,1/14/2011,35.4,2.983,NA,NA,NA,NA,NA,211.4574109,7.742,FALSE,17359.7
1,1,1/21/2011,44.04,3.016,NA,NA,NA,NA,NA,211.8272343,7.742,FALSE,17341.47
1,1,1/28/2011,43.83,3.01,NA,NA,NA,NA,NA,212.1970577,7.742,FALSE,18461.18
1,1,2/4/2011,42.27,2.989,NA,NA,NA,NA,NA,212.5668812,7.742,FALSE,21665.76
1,1,2/11/2011,36.39,3.022,NA,NA,NA,NA,NA,212.9367046,7.742,TRUE,37887.17
1,1,2/18/2011,57.36,3.045,NA,NA,NA,NA,NA,213.2478853,7.742,FALSE,46845.87
1,1,2/25/2011,62.9,3.065,NA,NA,NA,NA,NA,213.535609,7.742,FALSE,19363.83
1,1,3/4/2011,59.58,3.288,NA,NA,NA,NA,NA,213.8233327,7.742,FALSE,20327.61
1,1,3/11/2011,53.56,3.459,NA,NA,NA,NA,NA,214.1110564,7.742,FALSE,21280.4
1,1,3/18/2011,62.76,3.488,NA,NA,NA,NA,NA,214.3627114,7.742,FALSE,20334.23
1,1,3/25/2011,69.97,3.473,NA,NA,NA,NA,NA,214.5999389,7.742,FALSE,20881.1
1,1,4/1/2011,59.17,3.524,NA,NA,NA,NA,NA,214.8371664,7.682,FALSE,20398.09
1,1,4/8/2011,67.84,3.622,NA,NA,NA,NA,NA,215.0743939,7.682,FALSE,23873.79
1,1,4/15/2011,71.27,3.743,NA,NA,NA,NA,NA,215.2918561,7.682,FALSE,28762.37
1,1,4/22/2011,72.99,3.807,NA,NA,NA,NA,NA,215.4599053,7.682,FALSE,50510.31
1,1,4/29/2011,72.03,3.81,NA,NA,NA,NA,NA,215.6279544,7.682,FALSE,41512.39
1,1,5/6/2011,64.61,3.906,NA,NA,NA,NA,NA,215.7960035,7.682,FALSE,20138.19
1,1,5/13/2011,75.64,3.899,NA,NA,NA,NA,NA,215.9640526,7.682,FALSE,17235.15
1,1,5/20/2011,67.63,3.907,NA,NA,NA,NA,NA,215.7339202,7.682,FALSE,15136.78
1,1,5/27/2011,77.72,3.786,NA,NA,NA,NA,NA,215.5037878,7.682,FALSE,15741.6
1,1,6/3/2011,83,3.699,NA,NA,NA,NA,NA,215.2736553,7.682,FALSE,16434.15
1,1,6/10/2011,83.13,3.648,NA,NA,NA,NA,NA,215.0435229,7.682,FALSE,15883.52
1,1,6/17/2011,86.41,3.637,NA,NA,NA,NA,NA,214.9980596,7.682,FALSE,14978.09
1,1,6/24/2011,83.58,3.594,NA,NA,NA,NA,NA,215.0910982,7.682,FALSE,15682.81
1,1,7/1/2011,85.55,3.524,NA,NA,NA,NA,NA,215.1841368,7.962,FALSE,15363.5
1,1,7/8/2011,85.83,3.48,NA,NA,NA,NA,NA,215.2771754,7.962,FALSE,16148.87
1,1,7/15/2011,88.54,3.575,NA,NA,NA,NA,NA,215.3611087,7.962,FALSE,15654.85
1,1,7/22/2011,85.77,3.651,NA,NA,NA,NA,NA,215.4222784,7.962,FALSE,15766.6
1,1,7/29/2011,86.83,3.682,NA,NA,NA,NA,NA,215.4834482,7.962,FALSE,15922.41
1,1,8/5/2011,91.65,3.684,NA,NA,NA,NA,NA,215.544618,7.962,FALSE,15295.55
1,1,8/12/2011,90.76,3.638,NA,NA,NA,NA,NA,215.6057878,7.962,FALSE,14539.79
1,1,8/19/2011,89.94,3.554,NA,NA,NA,NA,NA,215.6693107,7.962,FALSE,14689.24
1,1,8/26/2011,87.96,3.523,NA,NA,NA,NA,NA,215.7332258,7.962,FALSE,14537.37
1,1,9/2/2011,87.83,3.533,NA,NA,NA,NA,NA,215.7971409,7.962,FALSE,15277.27
1,1,9/9/2011,76,3.546,NA,NA,NA,NA,NA,215.861056,7.962,TRUE,17746.68
1,1,9/16/2011,79.94,3.526,NA,NA,NA,NA,NA,216.0410526,7.962,FALSE,18535.48
1,1,9/23/2011,75.8,3.467,NA,NA,NA,NA,NA,216.3758246,7.962,FALSE,17859.3
1,1,9/30/2011,79.69,3.355,NA,NA,NA,NA,NA,216.7105965,7.962,FALSE,18337.68
1,1,10/7/2011,69.31,3.285,NA,NA,NA,NA,NA,217.0453684,7.866,FALSE,20797.58
1,1,10/14/2011,71.74,3.274,NA,NA,NA,NA,NA,217.3552733,7.866,FALSE,23077.55
1,1,10/21/2011,63.71,3.353,NA,NA,NA,NA,NA,217.5159762,7.866,FALSE,23351.8
1,1,10/28/2011,66.57,3.372,NA,NA,NA,NA,NA,217.6766791,7.866,FALSE,31579.9
1,1,11/4/2011,54.98,3.332,NA,NA,NA,NA,NA,217.837382,7.866,FALSE,39886.06
1,1,11/11/2011,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,FALSE,18689.54
1,1,11/18/2011,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,FALSE,19050.66
1,1,11/25/2011,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,TRUE,20911.25
1,1,12/2/2011,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,FALSE,25293.49
1,1,12/9/2011,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,FALSE,33305.92
1,1,12/16/2011,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,FALSE,45773.03
1,1,12/23/2011,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,FALSE,46788.75
1,1,12/30/2011,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,TRUE,23350.88
1,1,1/6/2012,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,FALSE,16567.69
1,1,1/13/2012,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,FALSE,16894.4
1,1,1/20/2012,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,FALSE,18365.1
1,1,1/27/2012,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,FALSE,18378.16
1,1,2/3/2012,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,FALSE,23510.49
1,1,2/10/2012,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,TRUE,36988.49
1,1,2/17/2012,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,FALSE,54060.1
1,1,2/24/2012,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,FALSE,20124.22
1,1,3/2/2012,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,FALSE,20113.03
1,1,3/9/2012,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,FALSE,21140.07
1,1,3/16/2012,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,FALSE,22366.88
1,1,3/23/2012,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,FALSE,22107.7
1,1,3/30/2012,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,FALSE,28952.86
1,1,4/6/2012,70.43,3.891,10121.97,NA,77.98,3750.59,4510.72,221.4356112,7.143,FALSE,57592.12
1,1,4/13/2012,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,FALSE,34684.21
1,1,4/20/2012,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,FALSE,16976.19
1,1,4/27/2012,67.23,3.814,3221.25,NA,35.49,577.14,6222.25,221.6179368,7.143,FALSE,16347.6
1,1,5/4/2012,75.55,3.749,21290.13,NA,69.89,4977.35,3261.04,221.6718,7.143,FALSE,17147.44
1,1,5/11/2012,73.77,3.688,8351.4,NA,10.52,2443.14,3127.88,221.7256632,7.143,FALSE,18164.2
1,1,5/18/2012,70.33,3.63,6154.14,NA,45.11,1675.49,5508.18,221.742674,7.143,FALSE,18517.79
1,1,5/25/2012,77.22,3.561,4039.39,NA,745.19,1429.96,3631.13,221.744944,7.143,FALSE,16963.55
1,1,6/1/2012,77.95,3.501,6086.21,12,370.51,148.75,3690.85,221.7472139,7.143,FALSE,16065.49
1,1,6/8/2012,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,FALSE,17666
1,1,6/15/2012,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,FALSE,17558.82
1,1,6/22/2012,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,FALSE,16633.41
1,1,6/29/2012,84.88,3.286,3965.73,161.6,NA,435.99,4212.97,221.8434,7.143,FALSE,15722.82
1,1,7/6/2012,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,FALSE,17823.37
1,1,7/13/2012,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,FALSE,16566.18
1,1,7/20/2012,80.42,3.311,3213,313.72,9.53,2262.02,3228.19,221.9327267,6.908,FALSE,16348.06
1,1,7/27/2012,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,FALSE,15731.18
1,1,8/3/2012,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,FALSE,16628.31
1,1,8/10/2012,85.05,3.494,11436.22,245,6.85,6964.26,4836.22,221.9584329,6.908,FALSE,16119.92
1,1,8/17/2012,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,FALSE,17330.7
1,1,8/24/2012,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,FALSE,16286.4
1,1,8/31/2012,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,FALSE,16680.24
1,1,9/7/2012,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,TRUE,18322.37
1,1,9/14/2012,74.97,3.717,17212.52,7,18.79,1523.11,7992.72,222.5820193,6.908,FALSE,19616.22
1,1,9/21/2012,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,FALSE,19251.5
1,1,9/28/2012,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,FALSE,18947.81
1,1,10/5/2012,68.55,3.617,8077.89,NA,18.22,3617.43,3626.14,223.1814772,6.573,FALSE,21904.47
1,1,10/12/2012,62.99,3.601,2086.18,NA,8.11,602.36,5926.45,223.3812965,6.573,FALSE,22764.01
1,1,10/19/2012,67.97,3.594,950.33,NA,4.93,80.25,2312.85,223.4257233,6.573,FALSE,24185.27
1,1,10/26/2012,69.16,3.506,2585.85,31.75,6,1057.16,1305.01,223.4442513,6.573,FALSE,27390.81
1,2,2/5/2010,42.31,2.572,NA,NA,NA,NA,NA,211.0963582,8.106,FALSE,50605.27
1,2,2/12/2010,38.51,2.548,NA,NA,NA,NA,NA,211.2421698,8.106,TRUE,44682.74
1,2,2/19/2010,39.93,2.514,NA,NA,NA,NA,NA,211.2891429,8.106,FALSE,47928.89
1,2,2/26/2010,46.63,2.561,NA,NA,NA,NA,NA,211.3196429,8.106,FALSE,44292.87
1,2,3/5/2010,46.5,2.625,NA,NA,NA,NA,NA,211.3501429,8.106,FALSE,48397.98
1,2,3/12/2010,57.79,2.667,NA,NA,NA,NA,NA,211.3806429,8.106,FALSE,43751.94
1,2,3/19/2010,54.58,2.72,NA,NA,NA,NA,NA,211.215635,8.106,FALSE,43615.49
1,2,3/26/2010,51.45,2.732,NA,NA,NA,NA,NA,211.0180424,8.106,FALSE,41892.55
1,2,4/2/2010,62.27,2.719,NA,NA,NA,NA,NA,210.8204499,7.808,FALSE,47450.5
1,2,4/9/2010,65.86,2.77,NA,NA,NA,NA,NA,210.6228574,7.808,FALSE,46549.73
1,2,4/16/2010,66.32,2.808,NA,NA,NA,NA,NA,210.4887,7.808,FALSE,45025.02
1,2,4/23/2010,64.84,2.795,NA,NA,NA,NA,NA,210.4391228,7.808,FALSE,44418.11
1,2,4/30/2010,67.41,2.78,NA,NA,NA,NA,NA,210.3895456,7.808,FALSE,45971.3
1,2,5/7/2010,72.55,2.835,NA,NA,NA,NA,NA,210.3399684,7.808,FALSE,47903.01
1,2,5/14/2010,74.78,2.854,NA,NA,NA,NA,NA,210.3374261,7.808,FALSE,43675.61
1,2,5/21/2010,76.44,2.826,NA,NA,NA,NA,NA,210.6170934,7.808,FALSE,44319.15
1,2,5/28/2010,80.44,2.759,NA,NA,NA,NA,NA,210.8967606,7.808,FALSE,44619.52
1,2,6/4/2010,80.69,2.705,NA,NA,NA,NA,NA,211.1764278,7.808,FALSE,48754.47
1,2,6/11/2010,80.43,2.668,NA,NA,NA,NA,NA,211.4560951,7.808,FALSE,47089.54
1,2,6/18/2010,84.11,2.637,NA,NA,NA,NA,NA,211.4537719,7.808,FALSE,44428.71
1,2,6/25/2010,84.34,2.653,NA,NA,NA,NA,NA,211.3386526,7.808,FALSE,45299.92
1,2,7/2/2010,80.91,2.669,NA,NA,NA,NA,NA,211.2235333,7.787,FALSE,47077.72
1,2,7/9/2010,80.48,2.642,NA,NA,NA,NA,NA,211.108414,7.787,FALSE,46752.12
1,2,7/16/2010,83.15,2.623,NA,NA,NA,NA,NA,211.1003854,7.787,FALSE,44339.2
1,2,7/23/2010,83.36,2.608,NA,NA,NA,NA,NA,211.2351443,7.787,FALSE,44763.33
1,2,7/30/2010,81.84,2.64,NA,NA,NA,NA,NA,211.3699032,7.787,FALSE,45833.77
1,2,8/6/2010,87.16,2.627,NA,NA,NA,NA,NA,211.5046621,7.787,FALSE,50031.73
1,2,8/13/2010,87,2.692,NA,NA,NA,NA,NA,211.6394211,7.787,FALSE,45475.69
1,2,8/20/2010,86.65,2.664,NA,NA,NA,NA,NA,211.6033633,7.787,FALSE,49754.17
1,2,8/27/2010,85.22,2.619,NA,NA,NA,NA,NA,211.5673056,7.787,FALSE,49623.53
1,2,9/3/2010,81.21,2.577,NA,NA,NA,NA,NA,211.5312479,7.787,FALSE,49015.05
1,2,9/10/2010,78.69,2.565,NA,NA,NA,NA,NA,211.4951902,7.787,TRUE,45182.5
1,2,9/17/2010,82.11,2.582,NA,NA,NA,NA,NA,211.5224596,7.787,FALSE,44681.64
1,2,9/24/2010,80.94,2.624,NA,NA,NA,NA,NA,211.5972246,7.787,FALSE,42477.49
1,2,10/1/2010,71.89,2.603,NA,NA,NA,NA,NA,211.6719895,7.838,FALSE,45829.02
1,2,10/8/2010,63.93,2.633,NA,NA,NA,NA,NA,211.7467544,7.838,FALSE,46387.54
1,2,10/15/2010,67.18,2.72,NA,NA,NA,NA,NA,211.8137436,7.838,FALSE,43110.79
1,2,10/22/2010,69.86,2.725,NA,NA,NA,NA,NA,211.8612937,7.838,FALSE,42371.48
1,2,10/29/2010,69.64,2.716,NA,NA,NA,NA,NA,211.9088438,7.838,FALSE,44081.33
1,2,11/5/2010,58.74,2.689,NA,NA,NA,NA,NA,211.9563939,7.838,FALSE,46381.43
1,2,11/12/2010,59.61,2.728,NA,NA,NA,NA,NA,212.003944,7.838,FALSE,43194.49
1,2,11/19/2010,51.41,2.771,NA,NA,NA,NA,NA,211.8896737,7.838,FALSE,41443.25
1,2,11/26/2010,64.52,2.735,NA,NA,NA,NA,NA,211.7484333,7.838,TRUE,45681.98
1,2,12/3/2010,49.27,2.708,NA,NA,NA,NA,NA,211.607193,7.838,FALSE,44405.02
1,2,12/10/2010,46.33,2.843,NA,NA,NA,NA,NA,211.4659526,7.838,FALSE,46955.82
1,2,12/17/2010,49.84,2.869,NA,NA,NA,NA,NA,211.4053124,7.838,FALSE,49303.28
1,2,12/24/2010,52.33,2.886,NA,NA,NA,NA,NA,211.4051222,7.838,FALSE,59889.32
1,2,12/31/2010,48.43,2.943,NA,NA,NA,NA,NA,211.4049321,7.838,TRUE,35819.83
1,2,1/7/2011,48.27,2.976,NA,NA,NA,NA,NA,211.4047419,7.742,FALSE,43202.29
1,2,1/14/2011,35.4,2.983,NA,NA,NA,NA,NA,211.4574109,7.742,FALSE,39857.4
1,2,1/21/2011,44.04,3.016,NA,NA,NA,NA,NA,211.8272343,7.742,FALSE,41596.99
1,2,1/28/2011,43.83,3.01,NA,NA,NA,NA,NA,212.1970577,7.742,FALSE,41651.01
1,2,2/4/2011,42.27,2.989,NA,NA,NA,NA,NA,212.5668812,7.742,FALSE,46829.12
1,2,2/11/2011,36.39,3.022,NA,NA,NA,NA,NA,212.9367046,7.742,TRUE,47595.35
1,2,2/18/2011,57.36,3.045,NA,NA,NA,NA,NA,213.2478853,7.742,FALSE,49202.06
1,2,2/25/2011,62.9,3.065,NA,NA,NA,NA,NA,213.535609,7.742,FALSE,46165.25
1,2,3/4/2011,59.58,3.288,NA,NA,NA,NA,NA,213.8233327,7.742,FALSE,53035.54
1,2,3/11/2011,53.56,3.459,NA,NA,NA,NA,NA,214.1110564,7.742,FALSE,48465.72
1,2,3/18/2011,62.76,3.488,NA,NA,NA,NA,NA,214.3627114,7.742,FALSE,45222.3
1,2,3/25/2011,69.97,3.473,NA,NA,NA,NA,NA,214.5999389,7.742,FALSE,44293.54
1,2,4/1/2011,59.17,3.524,NA,NA,NA,NA,NA,214.8371664,7.682,FALSE,46991.58
1,2,4/8/2011,67.84,3.622,NA,NA,NA,NA,NA,215.0743939,7.682,FALSE,48501.79
1,2,4/15/2011,71.27,3.743,NA,NA,NA,NA,NA,215.2918561,7.682,FALSE,44464.74
1,2,4/22/2011,72.99,3.807,NA,NA,NA,NA,NA,215.4599053,7.682,FALSE,46544.56
1,2,4/29/2011,72.03,3.81,NA,NA,NA,NA,NA,215.6279544,7.682,FALSE,43682.41
1,2,5/6/2011,64.61,3.906,NA,NA,NA,NA,NA,215.7960035,7.682,FALSE,50139.92
1,2,5/13/2011,75.64,3.899,NA,NA,NA,NA,NA,215.9640526,7.682,FALSE,44274.15
1,2,5/20/2011,67.63,3.907,NA,NA,NA,NA,NA,215.7339202,7.682,FALSE,44302.11
1,2,5/27/2011,77.72,3.786,NA,NA,NA,NA,NA,215.5037878,7.682,FALSE,45072.11
1,2,6/3/2011,83,3.699,NA,NA,NA,NA,NA,215.2736553,7.682,FALSE,47844.27
1,2,6/10/2011,83.13,3.648,NA,NA,NA,NA,NA,215.0435229,7.682,FALSE,46363.93
1,2,6/17/2011,86.41,3.637,NA,NA,NA,NA,NA,214.9980596,7.682,FALSE,42939.63
1,2,6/24/2011,83.58,3.594,NA,NA,NA,NA,NA,215.0910982,7.682,FALSE,42415.81
1,2,7/1/2011,85.55,3.524,NA,NA,NA,NA,NA,215.1841368,7.962,FALSE,45247.74
1,2,7/8/2011,85.83,3.48,NA,NA,NA,NA,NA,215.2771754,7.962,FALSE,44623.23
1,2,7/15/2011,88.54,3.575,NA,NA,NA,NA,NA,215.3611087,7.962,FALSE,43260.96
1,2,7/22/2011,85.77,3.651,NA,NA,NA,NA,NA,215.4222784,7.962,FALSE,45113.56
1,2,7/29/2011,86.83,3.682,NA,NA,NA,NA,NA,215.4834482,7.962,FALSE,43191.02
1,2,8/5/2011,91.65,3.684,NA,NA,NA,NA,NA,215.544618,7.962,FALSE,49359.75
1,2,8/12/2011,90.76,3.638,NA,NA,NA,NA,NA,215.6057878,7.962,FALSE,45341.92
1,2,8/19/2011,89.94,3.554,NA,NA,NA,NA,NA,215.6693107,7.962,FALSE,46391.12
1,2,8/26/2011,87.96,3.523,NA,NA,NA,NA,NA,215.7332258,7.962,FALSE,47659.93
1,2,9/2/2011,87.83,3.533,NA,NA,NA,NA,NA,215.7971409,7.962,FALSE,49419.75
1,2,9/9/2011,76,3.546,NA,NA,NA,NA,NA,215.861056,7.962,TRUE,43315.85
1,2,9/16/2011,79.94,3.526,NA,NA,NA,NA,NA,216.0410526,7.962,FALSE,42963.96
1,2,9/23/2011,75.8,3.467,NA,NA,NA,NA,NA,216.3758246,7.962,FALSE,43390.94
1,2,9/30/2011,79.69,3.355,NA,NA,NA,NA,NA,216.7105965,7.962,FALSE,46045.09
1,2,10/7/2011,69.31,3.285,NA,NA,NA,NA,NA,217.0453684,7.866,FALSE,49880.69
1,2,10/14/2011,71.74,3.274,NA,NA,NA,NA,NA,217.3552733,7.866,FALSE,43306.38
1,2,10/21/2011,63.71,3.353,NA,NA,NA,NA,NA,217.5159762,7.866,FALSE,42487.67
1,2,10/28/2011,66.57,3.372,NA,NA,NA,NA,NA,217.6766791,7.866,FALSE,41682.4
1,2,11/4/2011,54.98,3.332,NA,NA,NA,NA,NA,217.837382,7.866,FALSE,47313.62
1,2,11/11/2011,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,FALSE,44936.47
1,2,11/18/2011,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,FALSE,43997.78
1,2,11/25/2011,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,TRUE,44259.59
1,2,12/2/2011,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,FALSE,45928.14
1,2,12/9/2011,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,FALSE,49357.43
1,2,12/16/2011,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,FALSE,51137.42
1,2,12/23/2011,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,FALSE,65615.36
1,2,12/30/2011,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,TRUE,43539.94
1,2,1/6/2012,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,FALSE,44481.38
1,2,1/13/2012,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,FALSE,43353.09
1,2,1/20/2012,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,FALSE,43753.43
1,2,1/27/2012,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,FALSE,41556.23
1,2,2/3/2012,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,FALSE,54322.24
