Product_Code,Warehouse,Product_Category,Date,Order_Demand
Product_1512,Whse_J,Category_019,7/23/2012,30000
Product_1512,Whse_J,Category_019,8/3/2012,30000
Product_1512,Whse_J,Category_019,8/22/2012,30000
Product_1274,Whse_J,Category_019,7/24/2012,1000
Product_1451,Whse_J,Category_019,7/24/2012,1000
Product_1274,Whse_J,Category_019,8/7/2012,1000
Product_1274,Whse_J,Category_019,8/21/2012,1000
Product_1274,Whse_J,Category_019,8/28/2012,1000
Product_1274,Whse_J,Category_019,9/3/2012,1000
Product_1451,Whse_J,Category_019,9/10/2012,1000
Product_1512,Whse_J,Category_019,9/12/2012,60000
Product_1512,Whse_J,Category_019,9/25/2012,30000
Product_1512,Whse_J,Category_019,10/11/2012,30000
Product_1274,Whse_J,Category_019,9/25/2012,1000
Product_1451,Whse_J,Category_019,10/9/2012,1000
Product_1274,Whse_J,Category_019,10/12/2012,1000
Product_1274,Whse_J,Category_019,10/16/2012,1000
Product_1274,Whse_J,Category_019,11/6/2012,1000
Product_1512,Whse_J,Category_019,11/14/2012,30000
Product_1512,Whse_J,Category_019,11/22/2012,30000
Product_1512,Whse_J,Category_019,12/12/2012,30000
Product_1512,Whse_J,Category_019,12/27/2012,30000
Product_1451,Whse_J,Category_019,12/3/2012,1000
Product_1274,Whse_J,Category_019,12/18/2012,1000
Product_1970,Whse_J,Category_005,2/7/2012,28000
Product_1970,Whse_J,Category_005,3/1/2012,4000
Product_1970,Whse_J,Category_005,3/22/2012,28000
Product_1970,Whse_J,Category_005,3/22/2012,9000
Product_1970,Whse_J,Category_005,4/18/2012,4000
Product_1970,Whse_J,Category_005,4/23/2012,2000
Product_1970,Whse_J,Category_005,5/2/2012,1000
Product_1970,Whse_J,Category_005,5/22/2012,23000
Product_1970,Whse_J,Category_005,5/23/2012,1000
Product_1970,Whse_J,Category_005,5/30/2012,1000
Product_1970,Whse_J,Category_005,6/11/2012,26000
Product_1970,Whse_J,Category_005,6/27/2012,1000
Product_1970,Whse_J,Category_005,7/23/2012,35000
Product_1970,Whse_J,Category_005,7/23/2012,2000
Product_1970,Whse_J,Category_005,7/23/2012,36000
Product_1970,Whse_J,Category_005,7/26/2012,2000
Product_1970,Whse_J,Category_005,7/31/2012,1000
Product_1970,Whse_J,Category_005,8/6/2012,15000
Product_1970,Whse_J,Category_005,8/21/2012,7000
Product_1970,Whse_J,Category_005,9/18/2012,42000
Product_1970,Whse_J,Category_005,9/6/2012,45000
Product_1970,Whse_J,Category_005,9/24/2012,1000
Product_1970,Whse_J,Category_005,10/12/2012,16000
Product_1970,Whse_J,Category_005,10/15/2012,2000
Product_1970,Whse_J,Category_005,10/23/2012,2000
Product_1970,Whse_J,Category_005,11/20/2012,1000
Product_1970,Whse_J,Category_005,11/15/2012,2000
Product_1970,Whse_J,Category_005,11/29/2012,3000
Product_1970,Whse_J,Category_005,12/19/2012,1000
Product_1970,Whse_J,Category_005,12/19/2012,2000
Product_1372,Whse_J,Category_019,1/6/2012,600
Product_1372,Whse_J,Category_019,1/11/2012,300
Product_1372,Whse_J,Category_019,1/19/2012,1600
Product_1372,Whse_J,Category_019,1/24/2012,900
Product_1372,Whse_J,Category_019,1/27/2012,1300
Product_1372,Whse_J,Category_019,1/31/2012,1600
Product_1372,Whse_J,Category_019,2/3/2012,200
Product_1372,Whse_J,Category_019,2/7/2012,1000
Product_1372,Whse_J,Category_019,2/17/2012,1800
Product_1372,Whse_J,Category_019,3/2/2012,1400
Product_1372,Whse_J,Category_019,3/5/2012,100
Product_1372,Whse_J,Category_019,3/13/2012,1400
Product_1372,Whse_J,Category_019,3/22/2012,1200
Product_1372,Whse_J,Category_019,3/21/2012,300
Product_1372,Whse_J,Category_019,3/22/2012,400
Product_1372,Whse_J,Category_019,3/30/2012,900
Product_1372,Whse_J,Category_019,4/3/2012,300
Product_1372,Whse_J,Category_019,4/4/2012,600
Product_1372,Whse_J,Category_019,4/4/2012,800
Product_1372,Whse_J,Category_019,4/11/2012,2700
Product_1372,Whse_J,Category_019,4/16/2012,300
Product_1372,Whse_J,Category_019,4/20/2012,300
Product_1372,Whse_J,Category_019,4/16/2012,900
Product_1372,Whse_J,Category_019,4/17/2012,200
Product_1372,Whse_J,Category_019,5/8/2012,900
Product_1372,Whse_J,Category_019,5/7/2012,500
Product_1372,Whse_J,Category_019,5/10/2012,1300
Product_1372,Whse_J,Category_019,5/15/2012,500
Product_1372,Whse_J,Category_019,5/21/2012,100
Product_1372,Whse_J,Category_019,5/21/2012,900
Product_1372,Whse_J,Category_019,5/24/2012,1200
Product_1372,Whse_J,Category_019,5/28/2012,1500
Product_1372,Whse_J,Category_019,5/29/2012,600
Product_1372,Whse_J,Category_019,6/1/2012,300
Product_1372,Whse_J,Category_019,5/31/2012,400
Product_1372,Whse_J,Category_019,6/11/2012,1600
Product_1372,Whse_J,Category_019,6/14/2012,1300
Product_1372,Whse_J,Category_019,6/18/2012,1900
Product_1372,Whse_J,Category_019,6/19/2012,600
Product_1372,Whse_J,Category_019,6/26/2012,100
Product_1372,Whse_J,Category_019,6/28/2012,600
Product_1372,Whse_J,Category_019,7/9/2012,500
Product_1372,Whse_J,Category_019,7/12/2012,100
Product_1372,Whse_J,Category_019,7/17/2012,600
Product_1372,Whse_J,Category_019,7/19/2012,500
Product_1372,Whse_J,Category_019,7/25/2012,200
Product_1372,Whse_J,Category_019,7/31/2012,600
Product_1372,Whse_J,Category_019,8/6/2012,800
Product_1372,Whse_J,Category_019,8/21/2012,900
Product_1372,Whse_J,Category_019,8/6/2012,300
Product_1372,Whse_J,Category_019,8/21/2012,700
Product_1372,Whse_J,Category_019,9/3/2012,300
Product_1372,Whse_J,Category_019,10/1/2012,600
Product_1372,Whse_J,Category_019,9/28/2012,1300
Product_1372,Whse_J,Category_019,11/2/2012,200
Product_1372,Whse_J,Category_019,11/16/2012,300
Product_1372,Whse_J,Category_019,12/3/2012,100
Product_1372,Whse_J,Category_019,12/13/2012,200
Product_1372,Whse_J,Category_019,12/25/2012,900
Product_1994,Whse_S,Category_019,11/23/2012,3000
Product_0558,Whse_S,Category_030,8/20/2012,5000
Product_0560,Whse_S,Category_030,8/20/2012,15000
Product_0561,Whse_S,Category_030,10/8/2012,2000
Product_1994,Whse_S,Category_019,1/16/2012,100
Product_1994,Whse_S,Category_019,9/18/2012,300
Product_1994,Whse_S,Category_019,9/18/2012,200
Product_1183,Whse_S,Category_030,1/4/2012,2000
Product_1184,Whse_S,Category_030,1/4/2012,2000
Product_1184,Whse_S,Category_030,3/1/2012,5000
Product_0561,Whse_S,Category_030,8/2/2012,100
Product_0561,Whse_S,Category_030,11/29/2012,400
Product_1150,Whse_J,Category_006,1/26/2012,60000
Product_1150,Whse_J,Category_006,2/2/2012,30000
Product_1150,Whse_J,Category_006,2/16/2012,30000
Product_1150,Whse_J,Category_006,2/21/2012,30000
Product_1150,Whse_J,Category_006,2/23/2012,10000
Product_1150,Whse_J,Category_006,4/12/2012,10000
Product_1173,Whse_J,Category_006,3/22/2012,5000
Product_1150,Whse_J,Category_006,4/19/2012,10000
Product_1150,Whse_J,Category_006,5/10/2012,10000
Product_1173,Whse_J,Category_006,5/2/2012,5000
Product_1150,Whse_J,Category_006,5/31/2012,20000
Product_1150,Whse_J,Category_006,5/21/2012,10000
Product_1150,Whse_J,Category_006,6/7/2012,10000
Product_1150,Whse_J,Category_006,5/31/2012,40000
Product_1150,Whse_J,Category_006,6/5/2012,10000
Product_1150,Whse_J,Category_006,6/7/2012,10000
Product_1150,Whse_J,Category_006,6/14/2012,30000
Product_1150,Whse_J,Category_006,6/21/2012,30000
Product_1150,Whse_J,Category_006,6/26/2012,20000
Product_1150,Whse_J,Category_006,7/5/2012,30000
Product_1150,Whse_J,Category_006,7/17/2012,20000
Product_1150,Whse_J,Category_006,7/26/2012,30000
Product_1150,Whse_J,Category_006,8/1/2012,35000
Product_1150,Whse_J,Category_006,8/1/2012,5000
Product_1150,Whse_J,Category_006,8/23/2012,20000
Product_1150,Whse_J,Category_006,8/31/2012,10000
Product_1150,Whse_J,Category_006,9/20/2012,30000
Product_1150,Whse_J,Category_006,9/20/2012,20000
Product_1150,Whse_J,Category_006,9/25/2012,20000
Product_1150,Whse_J,Category_006,10/4/2012,40000
Product_1150,Whse_J,Category_006,10/11/2012,30000
Product_1150,Whse_J,Category_006,10/16/2012,30000
Product_1150,Whse_J,Category_006,10/25/2012,10000
Product_1150,Whse_J,Category_006,10/30/2012,30000
Product_1150,Whse_J,Category_006,11/8/2012,10000
Product_1150,Whse_J,Category_006,11/22/2012,10000
Product_1150,Whse_J,Category_006,11/22/2012,10000
Product_1150,Whse_J,Category_006,12/6/2012,20000
Product_1150,Whse_J,Category_006,12/13/2012,90000
Product_1150,Whse_J,Category_006,12/20/2012,30000
Product_1900,Whse_J,Category_019,1/24/2012,200
Product_1248,Whse_J,Category_019,1/24/2012,10000
Product_1278,Whse_J,Category_019,2/9/2012,1000
Product_1274,Whse_J,Category_019,2/16/2012,1000
Product_1900,Whse_J,Category_019,2/23/2012,200
Product_1248,Whse_J,Category_019,3/7/2012,10000
Product_1900,Whse_J,Category_019,4/12/2012,200
Product_1900,Whse_J,Category_019,4/17/2012,200
Product_1278,Whse_J,Category_019,5/10/2012,1000
Product_1359,Whse_J,Category_019,4/18/2012,80000
Product_1248,Whse_J,Category_019,4/18/2012,10000
Product_1900,Whse_J,Category_019,4/19/2012,200
Product_1900,Whse_J,Category_019,5/10/2012,200
Product_1900,Whse_J,Category_019,5/16/2012,200
Product_1900,Whse_J,Category_019,5/21/2012,400
Product_1359,Whse_J,Category_019,5/21/2012,70000
Product_1900,Whse_J,Category_019,5/31/2012,200
Product_1900,Whse_J,Category_019,6/7/2012,200
Product_1248,Whse_J,Category_019,6/12/2012,10000
Product_1900,Whse_J,Category_019,6/12/2012,400
Product_1278,Whse_J,Category_019,6/14/2012,2000
Product_1900,Whse_J,Category_019,6/21/2012,200
Product_1359,Whse_J,Category_019,6/26/2012,80000
Product_1900,Whse_J,Category_019,7/5/2012,200
Product_1900,Whse_J,Category_019,7/12/2012,200
Product_1359,Whse_J,Category_019,7/17/2012,100000
Product_1900,Whse_J,Category_019,8/2/2012,400
Product_1248,Whse_J,Category_019,8/16/2012,10000
Product_1900,Whse_J,Category_019,8/21/2012,200
Product_1359,Whse_J,Category_019,8/24/2012,100000
Product_1900,Whse_J,Category_019,8/29/2012,200
Product_1900,Whse_J,Category_019,9/20/2012,200
Product_1278,Whse_J,Category_019,9/19/2012,1000
Product_1900,Whse_J,Category_019,9/20/2012,200
Product_1359,Whse_J,Category_019,10/4/2012,80000
Product_1900,Whse_J,Category_019,10/11/2012,200
Product_1248,Whse_J,Category_019,10/5/2012,10000
Product_1278,Whse_J,Category_019,10/16/2012,1000
Product_1900,Whse_J,Category_019,10/18/2012,200
Product_1359,Whse_J,Category_019,10/29/2012,80000
Product_1900,Whse_J,Category_019,11/2/2012,200
Product_1248,Whse_J,Category_019,11/13/2012,10000
Product_1900,Whse_J,Category_019,11/22/2012,200
Product_1900,Whse_J,Category_019,11/22/2012,200
Product_1274,Whse_J,Category_019,12/3/2012,2000
Product_1270,Whse_J,Category_019,6/19/2012,4000
Product_1581,Whse_C,Category_005,1/10/2012,2000
Product_1581,Whse_C,Category_005,2/9/2012,2000
Product_1581,Whse_C,Category_005,2/13/2012,5000
Product_2015,Whse_C,Category_005,2/24/2012,2000
Product_1581,Whse_C,Category_005,2/29/2012,5000
Product_1581,Whse_C,Category_005,3/9/2012,6000
Product_1581,Whse_C,Category_005,3/15/2012,10000
Product_1581,Whse_C,Category_005,3/22/2012,2000
Product_2015,Whse_C,Category_005,3/26/2012,1000
Product_1581,Whse_C,Category_005,3/27/2012,10000
Product_1581,Whse_C,Category_005,3/28/2012,4000
Product_1581,Whse_C,Category_005,4/5/2012,5000
Product_1581,Whse_C,Category_005,4/6/2012,10000
Product_1581,Whse_C,Category_005,4/9/2012,4000
Product_1581,Whse_C,Category_005,4/20/2012,1000
Product_1581,Whse_C,Category_005,4/23/2012,3000
Product_1581,Whse_C,Category_005,5/4/2012,20000
Product_1581,Whse_C,Category_005,5/9/2012,5000
Product_1581,Whse_C,Category_005,5/23/2012,5000
Product_2008,Whse_C,Category_005,5/29/2012,9000
Product_2008,Whse_C,Category_005,5/29/2012,1000
Product_2015,Whse_C,Category_005,5/31/2012,5000
Product_1581,Whse_C,Category_005,6/7/2012,5000
Product_1581,Whse_C,Category_005,6/14/2012,3000
Product_1581,Whse_C,Category_005,6/15/2012,5000
Product_2015,Whse_C,Category_005,6/20/2012,2000
Product_1581,Whse_C,Category_005,7/3/2012,4000
Product_2004,Whse_C,Category_005,7/5/2012,1000
Product_1581,Whse_C,Category_005,7/9/2012,1000
Product_1581,Whse_C,Category_005,7/13/2012,2000
Product_1581,Whse_C,Category_005,7/18/2012,1000
Product_1581,Whse_C,Category_005,7/20/2012,10000
Product_1581,Whse_C,Category_005,7/23/2012,6000
Product_1581,Whse_C,Category_005,8/1/2012,5000
Product_1581,Whse_C,Category_005,8/6/2012,5000
Product_2015,Whse_C,Category_005,8/6/2012,1000
Product_1581,Whse_C,Category_005,8/8/2012,1000
Product_1581,Whse_C,Category_005,8/20/2012,4000
Product_1581,Whse_C,Category_005,8/21/2012,5000
Product_1581,Whse_C,Category_005,10/10/2012,9000
Product_2015,Whse_C,Category_005,10/11/2012,2000
Product_2004,Whse_C,Category_005,10/15/2012,1000
Product_1581,Whse_C,Category_005,10/19/2012,4000
Product_1581,Whse_C,Category_005,10/23/2012,3000
Product_1581,Whse_C,Category_005,10/24/2012,5000
Product_1581,Whse_C,Category_005,11/12/2012,8000
Product_1581,Whse_C,Category_005,11/23/2012,8000
Product_2008,Whse_C,Category_005,11/23/2012,1000
Product_1581,Whse_C,Category_005,11/28/2012,3000
Product_1581,Whse_C,Category_005,12/12/2012,4000
Product_2015,Whse_C,Category_005,12/12/2012,3000
Product_1581,Whse_C,Category_005,12/19/2012,3000
Product_0071,Whse_C,Category_019,1/9/2012,99000
Product_1570,Whse_C,Category_019,1/12/2012,8000
Product_0083,Whse_C,Category_019,1/18/2012,40000
Product_1570,Whse_C,Category_019,1/19/2012,15000
Product_1570,Whse_C,Category_019,1/31/2012,28000
Product_0083,Whse_C,Category_019,2/1/2012,20000
Product_0083,Whse_C,Category_019,2/3/2012,1000
Product_0083,Whse_C,Category_019,2/9/2012,152000
Product_0071,Whse_C,Category_019,2/15/2012,100000
Product_1570,Whse_C,Category_019,2/17/2012,30000
Product_0083,Whse_C,Category_019,2/23/2012,199000
Product_0083,Whse_C,Category_019,2/27/2012,3000
Product_1502,Whse_C,Category_019,2/29/2012,3000
Product_1570,Whse_C,Category_019,3/2/2012,42500
Product_1570,Whse_C,Category_019,3/2/2012,7500
Product_0083,Whse_C,Category_019,3/7/2012,6000
Product_1570,Whse_C,Category_019,3/8/2012,10000
Product_0071,Whse_C,Category_019,3/15/2012,100000
Product_0083,Whse_C,Category_019,3/15/2012,207000
Product_1570,Whse_C,Category_019,3/19/2012,5000
Product_1502,Whse_C,Category_019,3/28/2012,3500
Product_1570,Whse_C,Category_019,4/6/2012,10000
Product_0071,Whse_C,Category_019,4/9/2012,1000
Product_0083,Whse_C,Category_019,4/9/2012,1000
Product_0083,Whse_C,Category_019,4/23/2012,3000
Product_1570,Whse_C,Category_019,4/25/2012,25500
Product_1570,Whse_C,Category_019,5/2/2012,4000
Product_0083,Whse_C,Category_019,5/9/2012,10000
Product_1570,Whse_C,Category_019,5/14/2012,15000
Product_1570,Whse_C,Category_019,5/14/2012,10000
Product_0071,Whse_C,Category_019,5/24/2012,80000
Product_0083,Whse_C,Category_019,5/24/2012,100000
Product_1570,Whse_C,Category_019,5/24/2012,500
Product_0083,Whse_C,Category_019,5/29/2012,1000
Product_1570,Whse_C,Category_019,6/8/2012,70000
Product_1502,Whse_C,Category_019,6/14/2012,2000
Product_1570,Whse_C,Category_019,6/14/2012,4500
Product_0083,Whse_C,Category_019,6/18/2012,1000
Product_1570,Whse_C,Category_019,6/20/2012,53000
Product_0071,Whse_C,Category_019,6/20/2012,280000
Product_0083,Whse_C,Category_019,6/20/2012,260000
Product_1570,Whse_C,Category_019,6/28/2012,1500
Product_1570,Whse_C,Category_019,7/3/2012,57000
Product_0071,Whse_C,Category_019,7/4/2012,325000
Product_1570,Whse_C,Category_019,7/4/2012,163500
Product_0071,Whse_C,Category_019,7/9/2012,200000
Product_0071,Whse_C,Category_019,7/9/2012,1000
Product_0071,Whse_C,Category_019,7/9/2012,249000
Product_0083,Whse_C,Category_019,7/9/2012,280000
Product_0083,Whse_C,Category_019,7/9/2012,400000
Product_0083,Whse_C,Category_019,7/18/2012,2000
Product_0083,Whse_C,Category_019,7/25/2012,8000
Product_0083,Whse_C,Category_019,7/25/2012,2000
Product_1570,Whse_C,Category_019,7/25/2012,5000
Product_1570,Whse_C,Category_019,7/27/2012,3500
Product_0083,Whse_C,Category_019,8/6/2012,10000
Product_0083,Whse_C,Category_019,8/8/2012,20000
Product_1570,Whse_C,Category_019,8/8/2012,1500
Product_1570,Whse_C,Category_019,8/20/2012,3500
Product_1502,Whse_C,Category_019,8/27/2012,2000
Product_1570,Whse_C,Category_019,9/11/2012,42000
Product_1502,Whse_C,Category_019,9/19/2012,1500
Product_1570,Whse_C,Category_019,9/19/2012,1000
Product_1570,Whse_C,Category_019,10/8/2012,44000
Product_1570,Whse_C,Category_019,10/10/2012,2000
Product_1570,Whse_C,Category_019,10/23/2012,5000
Product_1570,Whse_C,Category_019,10/24/2012,2000
Product_1570,Whse_C,Category_019,10/26/2012,10000
Product_0083,Whse_C,Category_019,11/23/2012,8000
Product_1570,Whse_C,Category_019,11/28/2012,56000
Product_0071,Whse_C,Category_019,12/4/2012,250000
Product_0083,Whse_C,Category_019,12/4/2012,150000
Product_0083,Whse_C,Category_019,12/6/2012,60000
Product_1904,Whse_S,Category_019,1/16/2012,10000
Product_1241,Whse_S,Category_019,2/7/2012,200000
Product_1241,Whse_S,Category_019,4/6/2012,160000
Product_1241,Whse_S,Category_019,6/1/2012,160000
Product_1570,Whse_S,Category_019,2/7/2012,160000
Product_1570,Whse_S,Category_019,4/6/2012,130000
Product_1570,Whse_S,Category_019,6/1/2012,130000
Product_1574,Whse_S,Category_019,2/7/2012,80000
Product_1574,Whse_S,Category_019,4/6/2012,46000
Product_1574,Whse_S,Category_019,6/1/2012,46000
Product_1904,Whse_S,Category_019,2/7/2012,180000
Product_1904,Whse_S,Category_019,3/5/2012,90000
Product_1904,Whse_S,Category_019,4/6/2012,95000
Product_1904,Whse_S,Category_019,6/1/2012,140000
Product_0639,Whse_S,Category_019,2/23/2012,8
Product_0639,Whse_S,Category_019,2/23/2012,2
Product_1234,Whse_S,Category_019,3/12/2012,2000
Product_0639,Whse_S,Category_019,3/28/2012,10
Product_1234,Whse_S,Category_019,5/8/2012,5000
Product_1241,Whse_S,Category_019,6/5/2012,15000
Product_1241,Whse_S,Category_019,7/5/2012,15000
Product_1241,Whse_S,Category_019,7/31/2012,30000
Product_1570,Whse_S,Category_019,6/5/2012,55000
Product_1570,Whse_S,Category_019,7/5/2012,55000
Product_1570,Whse_S,Category_019,7/17/2012,55000
Product_1570,Whse_S,Category_019,7/30/2012,45000
Product_1574,Whse_S,Category_019,6/5/2012,88000
Product_1904,Whse_S,Category_019,6/5/2012,100000
Product_1904,Whse_S,Category_019,7/5/2012,87000
Product_1904,Whse_S,Category_019,7/17/2012,87000
Product_1904,Whse_S,Category_019,7/31/2012,86000
Product_1904,Whse_S,Category_019,6/12/2012,10000
Product_1234,Whse_S,Category_019,7/24/2012,2000
Product_1241,Whse_S,Category_019,8/7/2012,5000
Product_1241,Whse_S,Category_019,8/6/2012,100000
Product_1241,Whse_S,Category_019,8/25/2012,30000
Product_1241,Whse_S,Category_019,8/30/2012,130000
Product_1570,Whse_S,Category_019,8/25/2012,90000
Product_1570,Whse_S,Category_019,8/30/2012,90000
Product_1574,Whse_S,Category_019,8/6/2012,70000
Product_1574,Whse_S,Category_019,8/22/2012,25000
Product_1574,Whse_S,Category_019,8/30/2012,55000
Product_1904,Whse_S,Category_019,8/25/2012,100000
Product_1904,Whse_S,Category_019,8/30/2012,100000
Product_0639,Whse_S,Category_019,8/22/2012,5
Product_1510,Whse_S,Category_019,8/22/2012,14000
Product_0639,Whse_S,Category_019,9/5/2012,5
Product_0639,Whse_S,Category_019,9/14/2012,6
Product_1241,Whse_S,Category_019,9/14/2012,170000
Product_1241,Whse_S,Category_019,10/5/2012,100000
Product_1241,Whse_S,Category_019,11/4/2012,100000
Product_1241,Whse_S,Category_019,12/4/2012,100000
Product_1570,Whse_S,Category_019,9/14/2012,85000
Product_1570,Whse_S,Category_019,10/5/2012,85000
Product_1570,Whse_S,Category_019,11/4/2012,85000
Product_1570,Whse_S,Category_019,12/4/2012,85000
Product_1574,Whse_S,Category_019,9/14/2012,65000
Product_1574,Whse_S,Category_019,10/5/2012,65000
Product_1574,Whse_S,Category_019,11/4/2012,65000
Product_1574,Whse_S,Category_019,12/4/2012,60000
Product_1904,Whse_S,Category_019,9/14/2012,100000
Product_1904,Whse_S,Category_019,10/5/2012,100000
Product_1904,Whse_S,Category_019,11/4/2012,100000
Product_1904,Whse_S,Category_019,12/4/2012,100000
Product_0639,Whse_S,Category_019,9/25/2012,10
Product_0639,Whse_S,Category_019,10/11/2012,6
Product_1510,Whse_S,Category_019,10/24/2012,5000
Product_0639,Whse_S,Category_019,11/6/2012,10
Product_1431,Whse_S,Category_019,11/6/2012,10000
Product_1234,Whse_S,Category_019,11/27/2012,3000
Product_1234,Whse_S,Category_019,11/27/2012,2000
Product_1510,Whse_S,Category_019,11/27/2012,5000
Product_1241,Whse_S,Category_019,12/10/2012,75000
Product_1241,Whse_S,Category_019,12/24/2012,75000
Product_1570,Whse_S,Category_019,12/10/2012,72500
Product_1570,Whse_S,Category_019,12/24/2012,72500
Product_1904,Whse_S,Category_019,12/10/2012,150000
Product_1904,Whse_S,Category_019,12/24/2012,100000
Product_0639,Whse_S,Category_019,12/4/2012,10
Product_0639,Whse_S,Category_019,12/24/2012,5
Product_0558,Whse_S,Category_030,6/25/2012,2000
Product_0556,Whse_S,Category_030,9/14/2012,500
